frame,track_id,label,is_true_detection,lidar_distance,camera_distance,distance_diff,fps
443,11,turtlebot,1,0.8019999861717224,0.13582284027360883,0.6661771458981136,14.04
444,11,turtlebot,1,0.8019999861717224,0.13312914386940133,0.6688708423023211,13.83
445,11,turtlebot,1,0.8019999861717224,,,14.13
446,11,turtlebot,1,0.8240000009536743,,,13.96
447,11,turtlebot,1,0.8240000009536743,,,13.95
448,11,turtlebot,1,0.8240000009536743,0.15642612887832164,0.6675738720753527,14.07
449,11,turtlebot,1,0.8109999895095825,0.17690562774745616,0.6340943617621264,12.42
450,11,turtlebot,1,0.8109999895095825,0.2093041012015816,0.6016958883080009,13.32
451,11,turtlebot,1,0.7929999828338623,0.23323147187787457,0.5597685109559878,13.62
452,11,turtlebot,1,0.7929999828338623,0.249233024445843,0.5437669583880194,13.7
453,11,turtlebot,1,0.7929999828338623,0.2791410997911054,0.5138588830427568,24.1
454,11,turtlebot,1,0.7379999756813049,0.2993367444475917,0.43866323123371326,9.58
455,11,turtlebot,1,0.7379999756813049,0.2993367444475917,0.43866323123371326,9.53
456,11,turtlebot,1,0.7379999756813049,0.29239880262741114,0.4456011730538938,9.25
457,11,turtlebot,1,0.7379999756813049,0.29239880262741114,0.4456011730538938,9.0
458,11,turtlebot,1,0.8259999752044678,0.29239880262741114,0.5336011725770566,17.77
459,11,turtlebot,1,0.8259999752044678,0.29239880262741114,0.5336011725770566,15.62
460,11,turtlebot,1,0.8259999752044678,0.285669771969743,0.5403302032347248,53.74
461,11,turtlebot,1,0.8259999752044678,0.2791410997911054,0.5468588754133623,13.53
462,11,turtlebot,1,0.7860000133514404,0.285669771969743,0.5003302413816975,24.22
463,11,turtlebot,1,0.7860000133514404,0.2791410997911054,0.506858913560335,9.13
464,11,turtlebot,1,0.7860000133514404,0.27280467206671555,0.5131953412847249,12.91
465,11,turtlebot,1,0.7279999852180481,0.2791410997911054,0.4488588854269427,48.74
466,11,turtlebot,1,0.7279999852180481,0.27280467206671555,0.45519531315133255,10.38
467,11,turtlebot,1,0.7279999852180481,0.2666527865353741,0.461347198682674,9.23
468,11,turtlebot,1,0.7889999747276306,0.27280467206671555,0.5161953026609151,37.08
469,11,turtlebot,1,0.7889999747276306,0.2666527865353741,0.5223471881922566,12.13
470,11,turtlebot,1,0.8820000290870667,0.26067812771579413,0.6213219013712725,44.5
471,11,turtlebot,1,0.8820000290870667,0.26067812771579413,0.6213219013712725,42.34
472,11,turtlebot,1,0.8820000290870667,0.26067812771579413,0.6213219013712725,18.05
473,11,turtlebot,1,0.8820000290870667,0.2548737436803215,0.6271262854067452,50.52
474,11,turtlebot,1,0.8820000290870667,0.2548737436803215,0.6271262854067452,53.83
475,11,turtlebot,1,0.8820000290870667,0.2548737436803215,0.6271262854067452,21.72
476,11,turtlebot,1,0.8820000290870667,0.249233024445843,0.6327670046412237,43.9
477,11,turtlebot,1,0.6890000104904175,0.249233024445843,0.4397669860445745,49.07
478,11,turtlebot,1,0.6890000104904175,0.24374968185416074,0.44525032863625674,37.13
479,11,turtlebot,1,0.6890000104904175,0.24374968185416074,0.44525032863625674,49.23
480,11,turtlebot,1,0.6890000104904175,0.24374968185416074,0.44525032863625674,27.57
481,11,turtlebot,1,0.6890000104904175,0.23841773082536105,0.45058227966505643,46.24
482,11,turtlebot,1,0.6890000104904175,0.23841773082536105,0.45058227966505643,46.19
483,11,turtlebot,1,0.6890000104904175,0.23841773082536105,0.45058227966505643,21.88
484,11,turtlebot,1,0.6710000038146973,0.23323147187787457,0.4377685319368227,47.99
485,11,,0,0.6710000038146973,,,25.13
486,11,,0,0.6710000038146973,,,20.59
487,11,,0,0.6710000038146973,,,14.91
488,11,,0,0.6320000290870667,,,15.52
489,11,,0,0.6320000290870667,,,15.04
490,11,,0,0.6320000290870667,,,15.0
491,11,,0,0.5669999718666077,,,15.0
492,11,,0,0.5669999718666077,,,14.59
493,11,,0,0.5669999718666077,,,15.57
494,11,,0,0.5170000195503235,,,14.91
495,24,turtlebot,1,0.5170000195503235,0.26067812771579413,0.25632189183452936,14.99
496,24,turtlebot,1,0.5170000195503235,0.26067812771579413,0.25632189183452936,14.88
497,24,turtlebot,1,0.47999998927116394,0.2548737436803215,0.22512624559084243,14.52
498,24,turtlebot,1,0.47999998927116394,0.2548737436803215,0.22512624559084243,15.59
499,24,turtlebot,1,0.47999998927116394,0.249233024445843,0.23076696482532094,15.11
500,24,turtlebot,1,0.4819999933242798,0.249233024445843,0.2327669688784368,14.99
501,24,turtlebot,1,0.4819999933242798,0.24374968185416074,0.23825031147011905,15.01
502,24,turtlebot,1,0.4819999933242798,0.24374968185416074,0.23825031147011905,13.6
503,24,turtlebot,1,0.5170000195503235,0.23841773082536105,0.27858228872496243,16.67
504,24,turtlebot,1,0.5170000195503235,0.23841773082536105,0.27858228872496243,15.02
505,24,turtlebot,1,0.5170000195503235,0.23323147187787457,0.2837685476724489,15.01
506,24,turtlebot,1,0.5680000185966492,0.23323147187787457,0.3347685467187746,14.88
507,24,turtlebot,1,0.5680000185966492,0.22818547481810797,0.3398145437785412,14.63
508,24,turtlebot,1,0.5680000185966492,0.22327456351083647,0.3447254550858127,15.42
509,24,turtlebot,1,0.6200000047683716,0.21849380164908005,0.4015062031192915,14.96
510,24,turtlebot,1,0.6200000047683716,0.21849380164908005,0.4015062031192915,15.11
511,24,turtlebot,1,0.6200000047683716,0.2138384794490038,0.4061615253193678,14.93
512,24,turtlebot,1,0.6629999876022339,0.2138384794490038,0.4491615081532301,14.41
513,24,,0,0.6629999876022339,,,15.59
514,24,,0,0.6629999876022339,,,15.1
515,24,,0,0.6880000233650208,,,14.93
516,24,,0,0.6880000233650208,,,14.63
517,24,,0,0.6880000233650208,,,14.88
518,24,,0,0.6299999952316284,,,15.42
519,24,,0,0.6299999952316284,,,15.1
520,24,,0,0.6299999952316284,,,14.95
521,24,,0,0.6919999718666077,,,14.93
522,24,,0,0.6919999718666077,,,14.49
523,36,turtlebot,1,0.6919999718666077,0.5151692392254301,0.17683073264117755,15.62
524,36,turtlebot,1,0.7089999914169312,0.5151692392254301,0.19383075219150103,14.99
525,36,turtlebot,1,0.7089999914169312,0.5151692392254301,0.19383075219150103,15.0
526,36,turtlebot,1,0.7089999914169312,0.5006499694529869,0.20835002196394425,14.88
527,36,turtlebot,1,0.7480000257492065,0.5151692392254301,0.23283078652377642,14.57
528,36,turtlebot,1,0.7480000257492065,0.5151692392254301,0.23283078652377642,15.67
529,36,turtlebot,1,0.7480000257492065,0.530292072265639,0.21770795348356753,14.84
530,36,turtlebot,1,0.7170000076293945,0.530292072265639,0.18670793536375552,14.86
531,36,turtlebot,1,0.7170000076293945,0.530292072265639,0.18670793536375552,15.23
532,36,turtlebot,1,0.7170000076293945,0.530292072265639,0.18670793536375552,14.14
533,36,turtlebot,1,0.7170000076293945,0.530292072265639,0.18670793536375552,13.75
534,36,turtlebot,1,0.6959999799728394,0.5006499694529869,0.19535001051985246,9.73
535,36,turtlebot,1,0.6959999799728394,0.530292072265639,0.16570790770720034,20.32
536,36,turtlebot,1,0.6959999799728394,0.530292072265639,0.16570790770720034,9.64
537,36,turtlebot,1,0.6970000267028809,0.5460532758583061,0.15094675084457476,10.05
538,36,turtlebot,1,0.6970000267028809,0.5151692392254301,0.18183078747745074,49.66
539,36,turtlebot,1,0.7850000262260437,0.5151692392254301,0.2698307870006136,24.74
540,36,turtlebot,1,0.7850000262260437,0.530292072265639,0.2547079539604047,24.61
541,36,turtlebot,1,0.7850000262260437,0.530292072265639,0.2547079539604047,14.71
542,36,turtlebot,1,0.7850000262260437,0.530292072265639,0.2547079539604047,11.86
543,36,turtlebot,1,0.7049999833106995,0.5460532758583061,0.15894670745239337,20.98
544,36,turtlebot,1,0.7049999833106995,0.530292072265639,0.17470791104506045,15.09
545,36,turtlebot,1,0.9129999876022339,0.530292072265639,0.3827079153365949,14.94
546,36,turtlebot,1,0.9129999876022339,0.5460532758583061,0.3669467117439278,14.9
547,36,turtlebot,1,0.9129999876022339,0.5151692392254301,0.39783074837680377,14.56
548,36,turtlebot,1,0.9480000138282776,0.5006499694529869,0.4473500443752907,15.54
549,36,turtlebot,1,0.9480000138282776,0.5006499694529869,0.4473500443752907,15.01
550,36,turtlebot,1,0.9480000138282776,0.5006499694529869,0.4473500443752907,15.04
551,36,turtlebot,1,0.6489999890327454,0.48670181857260936,0.162298170460136,11.46
552,36,turtlebot,1,0.6489999890327454,0.5006499694529869,0.14835001957975846,20.72
553,36,turtlebot,1,0.6489999890327454,0.4479911942833969,0.20100879474934846,15.49
554,36,turtlebot,1,0.7979999780654907,0.4479911942833969,0.3500087837820938,15.07
555,36,turtlebot,1,0.7979999780654907,0.5460532758583061,0.2519467022071846,14.97
556,36,turtlebot,1,0.7979999780654907,0.5460532758583061,0.2519467022071846,14.95
557,36,turtlebot,1,1.0679999589920044,0.5460532758583061,0.5219466831336983,14.6
558,36,turtlebot,1,1.0679999589920044,0.5624902309514161,0.5055097280405882,15.55
559,36,turtlebot,1,1.0679999589920044,0.5624902309514161,0.5055097280405882,14.97
560,36,turtlebot,1,1.2610000371932983,0.5796431252463288,0.6813569119469696,15.01
561,36,turtlebot,1,1.2610000371932983,0.5460532758583061,0.7149467613349922,15.01
562,36,turtlebot,1,1.2610000371932983,0.5460532758583061,0.7149467613349922,14.54
563,36,turtlebot,1,1.496999979019165,0.5151692392254301,0.9818307397937349,15.49
564,36,turtlebot,1,1.496999979019165,0.530292072265639,0.966707906753526,15.02
565,36,turtlebot,1,1.496999979019165,0.530292072265639,0.966707906753526,14.99
566,36,turtlebot,1,0.6259999871253967,0.5460532758583061,0.07994671126709063,14.88
567,36,turtlebot,1,0.6259999871253967,0.530292072265639,0.09570791485975771,14.69
568,36,turtlebot,1,0.6259999871253967,0.530292072265639,0.09570791485975771,12.18
569,36,turtlebot,1,0.5870000123977661,0.5460532758583061,0.040946736539460016,20.27
570,36,turtlebot,1,0.5870000123977661,0.5460532758583061,0.040946736539460016,15.01
571,36,turtlebot,1,0.5870000123977661,0.5460532758583061,0.040946736539460016,14.98
572,36,turtlebot,1,0.6129999756813049,0.5624902309514161,0.050509744729888784,14.59
573,36,turtlebot,1,0.6129999756813049,0.5624902309514161,0.050509744729888784,15.44
574,36,turtlebot,1,0.6129999756813049,0.5624902309514161,0.050509744729888784,15.03
575,36,turtlebot,1,0.6019999980926514,0.5624902309514161,0.03950976714123522,14.94
576,36,turtlebot,1,0.6019999980926514,0.5624902309514161,0.03950976714123522,14.86
577,36,turtlebot,1,0.6019999980926514,0.5460532758583061,0.05594672223434527,14.66
578,36,turtlebot,1,0.48100000619888306,0.5460532758583061,0.06505326965942304,15.56
579,36,turtlebot,1,0.48100000619888306,0.5460532758583061,0.06505326965942304,15.0
580,36,turtlebot,1,0.48100000619888306,0.530292072265639,0.04929206606675596,14.73
581,36,turtlebot,1,0.5519999861717224,0.5151692392254301,0.03683074694629229,15.24
582,36,turtlebot,1,0.5519999861717224,0.5006499694529869,0.051350016718735514,14.62
583,36,turtlebot,1,0.5519999861717224,0.5006499694529869,0.051350016718735514,15.41
584,36,turtlebot,1,0.5519999861717224,0.5006499694529869,0.051350016718735514,15.06
585,36,turtlebot,1,0.5519999861717224,0.48670181857260936,0.06529816759911306,15.0
586,36,turtlebot,1,0.5519999861717224,0.5006499694529869,0.051350016718735514,14.88
587,36,turtlebot,1,0.5320000052452087,0.48670181857260936,0.04529818667259938,14.66
588,36,turtlebot,1,0.5320000052452087,0.48670181857260936,0.04529818667259938,15.48
589,36,turtlebot,1,0.5320000052452087,0.48670181857260936,0.04529818667259938,14.99
590,36,turtlebot,1,0.4320000112056732,0.46039978330829207,0.028399772102618848,14.97
591,36,turtlebot,1,0.4320000112056732,0.4479911942833969,0.01599118307772368,15.02
592,36,turtlebot,1,0.4320000112056732,0.4360440148808878,0.004044003675214569,14.59
593,36,turtlebot,1,0.5339999794960022,0.46039978330829207,0.07360019618771013,15.51
594,36,turtlebot,1,0.5339999794960022,0.4479911942833969,0.0860087852126053,14.93
595,36,turtlebot,1,0.5339999794960022,0.46039978330829207,0.07360019618771013,15.01
596,36,turtlebot,1,0.5270000100135803,0.4360440148808878,0.09095599513269254,14.81
597,36,turtlebot,1,0.5270000100135803,0.4360440148808878,0.09095599513269254,14.76
598,36,turtlebot,1,0.5270000100135803,0.4360440148808878,0.09095599513269254,15.43
599,36,turtlebot,1,0.5170000195503235,0.4360440148808878,0.0809560046694357,15.04
600,36,turtlebot,1,0.5170000195503235,0.42453508175407445,0.09246493779624904,14.94
601,36,turtlebot,1,0.5170000195503235,0.4360440148808878,0.0809560046694357,15.04
602,36,turtlebot,1,0.5149999856948853,0.42453508175407445,0.0904649039408108,14.52
603,36,turtlebot,1,0.5149999856948853,0.42453508175407445,0.0904649039408108,15.5
604,36,turtlebot,1,0.5149999856948853,0.42453508175407445,0.0904649039408108,15.01
605,36,turtlebot,1,0.5009999871253967,0.42453508175407445,0.07646490537132228,14.96
606,36,turtlebot,1,0.5009999871253967,0.4027464448382803,0.09825354228711641,14.87
607,36,turtlebot,1,0.5009999871253967,0.4027464448382803,0.09825354228711641,14.76
608,36,turtlebot,1,0.49300000071525574,0.39242724296618864,0.1005727577490671,15.39
609,36,turtlebot,1,0.49300000071525574,0.4027464448382803,0.09025355587697542,15.02
610,36,turtlebot,1,0.49300000071525574,0.39242724296618864,0.1005727577490671,15.04
611,36,turtlebot,1,0.4790000021457672,0.38246710187341976,0.09653290027234745,15.04
612,36,turtlebot,1,0.4790000021457672,0.249233024445843,0.2297669776999242,14.64
613,36,turtlebot,1,0.4790000021457672,0.3214967681723667,0.1575032339734005,15.44
614,36,turtlebot,1,0.47099998593330383,0.38246710187341976,0.08853288405988408,14.97
615,36,turtlebot,1,0.47099998593330383,0.39242724296618864,0.0785727429671152,14.98
616,36,turtlebot,1,0.47099998593330383,0.4027464448382803,0.06825354109502352,14.83
617,36,turtlebot,1,0.4620000123977661,0.41344268197695716,0.04855733042080895,14.78
618,36,turtlebot,1,0.4620000123977661,0.4027464448382803,0.0592535675594858,15.13
619,36,turtlebot,1,0.4620000123977661,0.41344268197695716,0.04855733042080895,15.26
620,36,turtlebot,1,0.453000009059906,0.4027464448382803,0.05025356422162569,15.06
621,36,turtlebot,1,0.453000009059906,0.4027464448382803,0.05025356422162569,14.49
622,36,turtlebot,1,0.453000009059906,0.4027464448382803,0.05025356422162569,15.0
623,36,turtlebot,1,0.453000009059906,0.4027464448382803,0.05025356422162569,15.44
624,36,turtlebot,1,0.453000009059906,0.39242724296618864,0.06057276609371737,15.04
625,36,turtlebot,1,0.453000009059906,0.38246710187341976,0.07053290718648625,14.99
626,36,turtlebot,1,0.43700000643730164,0.38246710187341976,0.05453290456388188,14.79
627,36,turtlebot,1,0.43700000643730164,0.3728491171117501,0.06415088932555152,14.57
628,36,turtlebot,1,0.43700000643730164,0.38246710187341976,0.05453290456388188,15.72
629,36,turtlebot,1,0.4259999990463257,0.38246710187341976,0.04353289717290593,15.05
630,36,turtlebot,1,0.4259999990463257,0.3635573783114106,0.06244262073491508,14.47
631,36,turtlebot,1,0.4259999990463257,0.3728491171117501,0.05315088193457557,15.49
632,36,turtlebot,1,0.41600000858306885,0.3635573783114106,0.05244263027165824,14.54
633,36,turtlebot,1,0.41600000858306885,0.35457689945793763,0.061423109125131214,15.48
634,36,turtlebot,1,0.41600000858306885,0.35457689945793763,0.061423109125131214,14.99
635,36,turtlebot,1,0.40700000524520874,0.35457689945793763,0.05242310578727111,15.01
636,36,turtlebot,1,0.40700000524520874,0.3458935548267276,0.06110645041848112,14.83
637,36,turtlebot,1,0.40700000524520874,0.3458935548267276,0.06110645041848112,14.75
638,36,turtlebot,1,0.3970000147819519,0.33749402005557155,0.05950599472638035,15.43
639,36,turtlebot,1,0.3970000147819519,0.33749402005557155,0.05950599472638035,15.07
640,36,turtlebot,1,0.3970000147819519,0.3214967681723667,0.07550324660958518,15.03
641,36,turtlebot,1,0.3869999945163727,0.3214967681723667,0.06550322634400596,14.93
642,36,turtlebot,1,0.3869999945163727,0.3138759417263864,0.0731240527899863,14.58
643,36,turtlebot,1,0.3869999945163727,0.3138759417263864,0.0731240527899863,15.56
644,36,turtlebot,1,0.375,0.3138759417263864,0.06112405827361361,14.87
645,36,turtlebot,1,0.375,0.3064926177484699,0.06850738225153008,15.03
646,36,turtlebot,1,0.375,0.2993367444475917,0.07566325555240833,14.85
647,36,turtlebot,1,0.36500000953674316,0.3064926177484699,0.058507391788273244,14.69
648,36,turtlebot,1,0.36500000953674316,0.2993367444475917,0.06566326508915149,15.46
649,36,turtlebot,1,0.36500000953674316,0.2993367444475917,0.06566326508915149,14.93
650,36,turtlebot,1,0.35899999737739563,0.2993367444475917,0.059663252929803956,15.06
651,36,turtlebot,1,0.35899999737739563,0.29239880262741114,0.0666011947499845,15.02
652,36,turtlebot,1,0.35899999737739563,0.29239880262741114,0.0666011947499845,14.49
653,36,turtlebot,1,0.34599998593330383,0.29239880262741114,0.0536011833058927,15.55
654,36,turtlebot,1,0.34599998593330383,0.285669771969743,0.06033021396356081,15.05
655,36,turtlebot,1,0.34599998593330383,0.285669771969743,0.06033021396356081,14.99
656,36,turtlebot,1,0.335999995470047,0.2791410997911054,0.05685889567894159,14.82
657,36,turtlebot,1,0.335999995470047,0.2791410997911054,0.05685889567894159,14.69
658,36,turtlebot,1,0.335999995470047,0.27280467206671555,0.06319532340333145,15.54
659,36,turtlebot,1,0.32499998807907104,0.2666527865353741,0.058347201543696936,14.96
660,36,turtlebot,1,0.32499998807907104,0.2666527865353741,0.058347201543696936,15.01
661,36,turtlebot,1,0.32499998807907104,0.26067812771579413,0.06432186036327692,14.98
662,36,turtlebot,1,0.3199999928474426,0.2666527865353741,0.05334720631206852,14.59
663,36,turtlebot,1,0.3199999928474426,0.2666527865353741,0.05334720631206852,15.44
664,36,turtlebot,1,0.3199999928474426,0.2666527865353741,0.05334720631206852,15.0
665,36,turtlebot,1,0.3199999928474426,0.2666527865353741,0.05334720631206852,14.98
666,36,turtlebot,1,0.3109999895095825,0.2548737436803215,0.05612624582926101,14.8
667,36,turtlebot,1,0.3109999895095825,0.26067812771579413,0.05032186179378839,14.77
668,36,turtlebot,1,0.3109999895095825,0.2548737436803215,0.05612624582926101,15.48
669,36,turtlebot,1,0.2980000078678131,0.2548737436803215,0.0431262641874916,15.03
670,36,turtlebot,1,0.2980000078678131,0.249233024445843,0.04876698342197011,15.0
671,36,turtlebot,1,0.2980000078678131,0.2548737436803215,0.0431262641874916,15.11
672,36,turtlebot,1,0.2980000078678131,0.249233024445843,0.04876698342197011,14.5
673,36,turtlebot,1,0.2980000078678131,0.2548737436803215,0.0431262641874916,15.48
674,36,turtlebot,1,0.2980000078678131,0.2548737436803215,0.0431262641874916,14.71
675,36,turtlebot,1,0.28299999237060547,0.2548737436803215,0.02812624869028396,15.22
676,36,turtlebot,1,0.28299999237060547,0.2548737436803215,0.02812624869028396,14.82
677,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.4
678,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.8
679,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.05
680,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.96
681,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.09
682,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.54
683,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.55
684,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.01
685,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.9
686,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.84
687,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.75
688,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.5
689,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.71
690,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.27
691,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.96
692,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.59
693,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.42
694,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.02
695,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.05
696,36,turtlebot,1,0.28200000524520874,0.26067812771579413,0.021321877529414612,14.79
697,36,turtlebot,1,0.28200000524520874,0.26067812771579413,0.021321877529414612,14.82
698,36,turtlebot,1,0.28200000524520874,0.26067812771579413,0.021321877529414612,15.5
699,36,turtlebot,1,0.28200000524520874,0.26067812771579413,0.021321877529414612,14.94
700,36,turtlebot,1,0.28200000524520874,0.26067812771579413,0.021321877529414612,14.95
701,36,turtlebot,1,0.28200000524520874,0.2548737436803215,0.027126261564887233,15.04
702,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.48
703,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.59
704,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.04
705,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.99
706,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.77
707,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.69
708,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.48
709,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.99
710,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.05
711,36,turtlebot,1,0.28200000524520874,0.26067812771579413,0.021321877529414612,15.07
712,36,turtlebot,1,0.28200000524520874,0.2548737436803215,0.027126261564887233,14.45
713,36,turtlebot,1,0.28200000524520874,0.2548737436803215,0.027126261564887233,15.48
714,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.02
715,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.92
716,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.87
717,36,turtlebot,1,0.27900001406669617,0.26067812771579413,0.01832188635090204,14.85
718,36,turtlebot,1,0.27900001406669617,0.2548737436803215,0.02412627038637466,15.38
719,36,turtlebot,1,0.27900001406669617,0.26067812771579413,0.01832188635090204,14.75
720,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,15.27
721,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,14.8
722,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,14.46
723,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,15.92
724,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,14.65
725,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,15.28
726,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,14.56
727,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,14.7
728,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,15.6
729,36,turtlebot,1,0.27799999713897705,0.2666527865353741,0.011347210603602942,13.22
730,36,turtlebot,1,0.2809999883174896,0.2666527865353741,0.014347201782115515,17.55
731,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.05
732,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,9.79
733,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.35
734,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,24.25
735,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,18.77
736,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.85
737,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.44
738,36,turtlebot,1,0.27799999713897705,0.2548737436803215,0.023126253458655543,15.59
739,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,13.84
740,36,turtlebot,1,0.27799999713897705,0.26067812771579413,0.017321869423182923,9.38
741,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,23.61
742,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,20.43
743,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,9.74
744,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,15.05
745,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,25.35
746,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,18.15
747,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,14.86
748,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.37
749,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,10.8
750,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,24.92
751,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,9.0
752,36,turtlebot,1,0.2809999883174896,0.249233024445843,0.031766963871646625,8.35
753,36,turtlebot,1,0.2800000011920929,0.2548737436803215,0.025126257511771388,24.32
754,36,turtlebot,1,0.2800000011920929,0.2548737436803215,0.025126257511771388,23.91
755,36,turtlebot,1,0.2800000011920929,0.2548737436803215,0.025126257511771388,24.61
756,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,21.38
757,36,turtlebot,1,0.2809999883174896,0.26067812771579413,0.020321860601695496,14.7
758,36,turtlebot,1,0.2809999883174896,0.2548737436803215,0.026126244637168117,15.5
759,36,turtlebot,1,0.2800000011920929,0.26067812771579413,0.019321873476298768,15.0
760,36,turtlebot,1,0.2800000011920929,0.2548737436803215,0.025126257511771388,14.95
761,36,turtlebot,1,0.2800000011920929,0.26067812771579413,0.019321873476298768,14.74
762,36,turtlebot,1,0.2800000011920929,0.26067812771579413,0.019321873476298768,12.97
763,36,turtlebot,1,0.27900001406669617,0.26067812771579413,0.01832188635090204,12.99
