frame,id,label,x1,y1,x2,y2,offset_x
354,16,turtlebot,100,36,200,151,-0.0625
355,16,turtlebot,98,30,199,145,-0.071875
356,16,turtlebot,97,23,199,140,-0.075
357,16,turtlebot,97,18,200,137,-0.071875
358,16,turtlebot,96,14,199,133,-0.078125
359,16,turtlebot,99,10,203,130,-0.05625
360,16,turtlebot,98,3,204,124,-0.05625
361,16,turtlebot,98,0,204,121,-0.05625
362,16,turtlebot,97,-4,204,118,-0.059375
363,16,turtlebot,100,-1,203,116,-0.053125
364,16,turtlebot,99,-1,201,114,-0.0625
365,16,turtlebot,99,-1,200,113,-0.065625
366,16,turtlebot,99,-1,200,113,-0.065625
367,16,turtlebot,98,-1,200,113,-0.06875
368,16,turtlebot,97,-1,199,113,-0.075
369,16,turtlebot,96,0,199,113,-0.078125
370,16,turtlebot,96,0,199,114,-0.078125
371,16,turtlebot,96,0,199,114,-0.078125
372,16,turtlebot,96,0,199,114,-0.078125
373,16,turtlebot,96,0,199,114,-0.078125
374,16,turtlebot,96,0,200,114,-0.075
375,16,turtlebot,96,0,200,114,-0.075
376,16,turtlebot,96,0,200,114,-0.075
377,16,turtlebot,96,0,200,114,-0.075
378,16,turtlebot,97,0,201,113,-0.06875
379,16,turtlebot,95,0,199,113,-0.08125
380,16,turtlebot,94,0,200,114,-0.08125
381,16,turtlebot,95,0,201,115,-0.075
382,16,turtlebot,95,0,201,114,-0.075
383,16,turtlebot,94,0,200,115,-0.08125
384,16,turtlebot,94,0,200,115,-0.08125
385,16,turtlebot,94,0,200,115,-0.08125
386,16,turtlebot,94,0,200,115,-0.08125
387,16,turtlebot,91,0,197,115,-0.1
388,16,turtlebot,89,0,196,115,-0.109375
389,16,turtlebot,87,0,195,116,-0.11875
390,16,turtlebot,85,0,192,116,-0.134375
391,16,turtlebot,83,0,190,117,-0.146875
392,16,turtlebot,81,0,189,119,-0.15625
393,16,turtlebot,81,0,189,120,-0.15625
394,16,turtlebot,81,0,189,120,-0.15625
395,16,turtlebot,83,2,190,122,-0.146875
396,16,turtlebot,86,6,191,125,-0.134375
397,16,turtlebot,87,14,188,129,-0.140625
398,16,turtlebot,88,22,185,133,-0.146875
399,16,turtlebot,85,27,181,137,-0.16875
400,16,turtlebot,82,32,175,139,-0.196875
401,16,turtlebot,80,35,171,139,-0.215625
402,16,turtlebot,78,36,166,138,-0.2375
403,16,turtlebot,74,35,160,134,-0.26875
404,16,turtlebot,69,33,154,129,-0.303125
405,16,turtlebot,65,22,152,123,-0.321875
406,16,turtlebot,62,22,149,122,-0.340625
407,16,turtlebot,60,22,146,121,-0.35625
408,16,turtlebot,58,22,143,120,-0.371875
409,16,turtlebot,56,22,140,119,-0.3875
410,16,turtlebot,53,22,137,118,-0.40625
410,17,turtlebot,88,0,151,66,-0.253125
411,16,turtlebot,51,22,134,117,-0.421875
411,17,turtlebot,99,0,153,55,-0.2125
412,16,turtlebot,49,21,131,117,-0.4375
412,17,turtlebot,111,0,160,48,-0.153125
413,16,turtlebot,46,21,128,116,-0.45625
413,17,turtlebot,115,0,162,46,-0.134375
414,16,turtlebot,44,21,125,115,-0.471875
414,17,turtlebot,115,0,164,46,-0.128125
415,16,turtlebot,42,21,122,114,-0.4875
415,17,turtlebot,116,0,170,51,-0.10625
416,16,turtlebot,40,21,119,113,-0.503125
416,17,turtlebot,113,0,174,56,-0.103125
417,16,turtlebot,37,21,116,112,-0.521875
417,17,turtlebot,108,0,174,61,-0.11875
418,16,turtlebot,35,21,113,111,-0.5375
418,17,turtlebot,100,0,168,64,-0.1625
419,16,turtlebot,33,21,110,110,-0.553125
419,17,turtlebot,96,0,168,68,-0.175
420,16,turtlebot,30,21,107,109,-0.571875
420,17,turtlebot,96,0,171,71,-0.165625
421,16,turtlebot,28,21,104,108,-0.5875
421,17,turtlebot,97,0,172,72,-0.159375
422,16,turtlebot,111,0,184,88,-0.078125
422,17,turtlebot,97,0,173,73,-0.15625
423,16,turtlebot,113,0,186,86,-0.065625
423,17,turtlebot,97,0,175,74,-0.15
424,16,turtlebot,115,-1,187,84,-0.05625
424,17,turtlebot,97,0,176,76,-0.146875
425,16,turtlebot,127,12,189,86,-0.0125
425,17,turtlebot,98,0,178,77,-0.1375
426,16,turtlebot,131,13,191,85,0.00625
426,17,turtlebot,98,0,179,78,-0.134375
427,16,turtlebot,134,13,193,83,0.021875
427,17,turtlebot,98,0,180,79,-0.13125
428,16,turtlebot,138,13,200,87,0.05625
428,17,turtlebot,98,0,182,80,-0.125
429,16,turtlebot,142,14,202,86,0.075
429,17,turtlebot,98,0,183,81,-0.121875
430,16,turtlebot,145,14,205,85,0.09375
430,17,turtlebot,99,0,185,82,-0.1125
431,16,turtlebot,148,15,207,85,0.109375
431,17,turtlebot,99,0,186,83,-0.109375
432,16,turtlebot,152,15,209,84,0.128125
432,17,turtlebot,99,0,187,85,-0.10625
433,16,turtlebot,155,16,212,83,0.146875
433,17,turtlebot,99,0,189,86,-0.1
434,16,turtlebot,159,16,214,82,0.165625
434,17,turtlebot,100,0,190,87,-0.09375
435,16,turtlebot,162,16,217,81,0.184375
435,17,turtlebot,100,0,192,88,-0.0875
436,16,turtlebot,166,17,219,80,0.203125
436,17,turtlebot,100,0,193,89,-0.084375
437,16,turtlebot,147,12,209,84,0.1125
437,17,turtlebot,100,0,194,90,-0.08125
438,16,turtlebot,149,12,211,84,0.125
438,17,turtlebot,100,0,196,91,-0.075
439,16,turtlebot,151,12,212,83,0.134375
439,17,turtlebot,101,0,197,92,-0.06875
440,16,turtlebot,153,12,213,83,0.14375
440,17,turtlebot,101,0,199,94,-0.0625
441,16,turtlebot,154,12,215,82,0.153125
441,17,turtlebot,101,0,200,95,-0.059375
442,16,turtlebot,156,12,216,82,0.1625
442,17,turtlebot,101,0,201,96,-0.05625
443,16,turtlebot,158,12,217,81,0.171875
443,17,turtlebot,102,0,203,97,-0.046875
444,16,turtlebot,160,12,219,81,0.184375
444,17,turtlebot,102,0,204,98,-0.04375
445,16,turtlebot,161,12,220,80,0.190625
445,17,turtlebot,102,0,206,99,-0.0375
446,16,turtlebot,163,12,221,80,0.2
446,17,turtlebot,102,0,207,100,-0.034375
447,16,turtlebot,165,12,223,79,0.2125
447,17,turtlebot,103,0,208,101,-0.028125
448,16,turtlebot,167,12,224,79,0.221875
448,17,turtlebot,103,0,210,102,-0.021875
449,16,turtlebot,168,12,225,78,0.228125
449,17,turtlebot,103,0,211,104,-0.01875
450,16,turtlebot,170,12,227,78,0.240625
450,17,turtlebot,103,0,212,105,-0.015625
451,16,turtlebot,172,12,228,77,0.25
452,16,turtlebot,174,12,229,77,0.259375
453,16,turtlebot,176,12,231,76,0.271875
454,16,turtlebot,177,12,232,76,0.278125
455,16,turtlebot,179,12,233,75,0.2875
456,16,turtlebot,181,12,235,75,0.3
457,16,turtlebot,183,12,236,74,0.309375
458,16,turtlebot,184,12,237,74,0.315625
459,16,turtlebot,186,12,239,73,0.328125
460,16,turtlebot,188,12,240,73,0.3375
461,16,turtlebot,190,12,241,73,0.346875
462,16,turtlebot,191,12,243,72,0.35625
463,16,turtlebot,193,12,244,72,0.365625
464,16,turtlebot,195,12,245,71,0.375
465,16,turtlebot,197,12,247,71,0.3875
466,16,turtlebot,198,12,248,70,0.39375
467,16,turtlebot,200,12,249,70,0.403125
637,22,turtlebot,76,23,151,106,-0.290625
638,22,turtlebot,80,22,155,105,-0.265625
639,22,turtlebot,84,21,159,104,-0.240625
640,22,turtlebot,88,21,163,104,-0.215625
641,22,turtlebot,89,23,162,104,-0.215625
642,22,turtlebot,96,21,170,103,-0.16875
643,22,turtlebot,100,21,174,103,-0.14375
644,22,turtlebot,104,20,178,102,-0.11875
645,22,turtlebot,108,20,182,102,-0.09375
646,22,turtlebot,112,19,186,101,-0.06875
647,22,turtlebot,116,19,190,100,-0.04375
648,22,turtlebot,120,19,194,100,-0.01875
649,22,turtlebot,124,18,197,99,0.003125
650,22,turtlebot,128,18,201,99,0.028125
651,22,turtlebot,132,17,205,98,0.053125
652,22,turtlebot,136,17,209,98,0.078125
653,22,turtlebot,141,16,213,97,0.10625
654,22,turtlebot,145,16,217,97,0.13125
655,22,turtlebot,149,15,221,96,0.15625
656,22,turtlebot,153,15,225,96,0.18125
657,22,turtlebot,157,14,229,95,0.20625
658,22,turtlebot,161,14,233,94,0.23125
659,22,turtlebot,165,13,237,94,0.25625
660,22,turtlebot,169,13,241,93,0.28125
661,22,turtlebot,173,12,245,93,0.30625
662,22,turtlebot,177,12,249,92,0.33125
663,22,turtlebot,181,11,253,92,0.35625
664,22,turtlebot,185,11,257,91,0.38125
665,22,turtlebot,189,10,261,91,0.40625
666,22,turtlebot,96,32,174,120,-0.15625
667,22,turtlebot,96,32,174,121,-0.15625
668,22,turtlebot,96,33,174,122,-0.15625
669,22,turtlebot,91,33,168,122,-0.190625
670,22,turtlebot,90,33,168,122,-0.19375
671,22,turtlebot,89,34,168,123,-0.196875
672,22,turtlebot,90,33,169,124,-0.190625
673,22,turtlebot,91,35,169,125,-0.1875
674,22,turtlebot,92,34,171,124,-0.178125
675,22,turtlebot,93,34,172,125,-0.171875
676,22,turtlebot,93,35,172,126,-0.171875
677,22,turtlebot,94,34,173,126,-0.165625
678,22,turtlebot,96,35,175,127,-0.153125
679,22,turtlebot,97,37,175,128,-0.15
680,22,turtlebot,97,38,176,129,-0.146875
681,22,turtlebot,99,36,178,129,-0.134375
682,22,turtlebot,101,38,180,130,-0.121875
683,22,turtlebot,100,39,179,130,-0.128125
684,22,turtlebot,101,39,180,131,-0.121875
685,22,turtlebot,102,38,181,132,-0.115625
686,22,turtlebot,102,39,182,132,-0.1125
687,22,turtlebot,102,39,183,133,-0.109375
688,22,turtlebot,103,39,183,134,-0.10625
689,22,turtlebot,104,43,184,136,-0.1
690,22,turtlebot,104,42,185,136,-0.096875
691,22,turtlebot,106,42,187,137,-0.084375
692,22,turtlebot,106,42,188,137,-0.08125
693,22,turtlebot,107,43,189,138,-0.075
694,22,turtlebot,107,42,189,138,-0.075
695,22,turtlebot,107,43,190,140,-0.071875
696,22,turtlebot,108,45,190,141,-0.06875
697,22,turtlebot,107,44,190,142,-0.071875
698,22,turtlebot,108,44,192,142,-0.0625
699,22,turtlebot,109,46,192,144,-0.059375
700,22,turtlebot,109,48,192,145,-0.059375
701,22,turtlebot,110,47,192,145,-0.05625
702,22,turtlebot,110,48,193,145,-0.053125
703,22,turtlebot,110,49,193,148,-0.053125
704,22,turtlebot,110,50,194,149,-0.05
705,22,turtlebot,110,49,195,150,-0.046875
706,22,turtlebot,110,50,196,152,-0.04375
707,22,turtlebot,110,51,196,153,-0.04375
708,22,turtlebot,111,52,196,154,-0.040625
709,22,turtlebot,111,52,197,154,-0.0375
710,22,turtlebot,111,53,197,155,-0.0375
711,22,turtlebot,111,54,198,156,-0.034375
712,22,turtlebot,112,55,198,157,-0.03125
713,22,turtlebot,113,57,199,158,-0.025
714,22,turtlebot,113,58,199,159,-0.025
715,22,turtlebot,113,59,200,160,-0.021875
716,22,turtlebot,114,59,201,161,-0.015625
717,22,turtlebot,114,60,202,163,-0.0125
718,22,turtlebot,114,61,202,164,-0.0125
719,22,turtlebot,114,61,203,165,-0.009375
720,22,turtlebot,114,62,203,166,-0.009375
721,22,turtlebot,114,63,205,169,-0.003125
722,22,turtlebot,114,63,205,170,-0.003125
723,22,turtlebot,114,64,206,171,0.0
724,22,turtlebot,114,65,205,173,-0.003125
725,22,turtlebot,114,66,205,174,-0.003125
726,22,turtlebot,114,67,206,175,0.0
727,22,turtlebot,114,69,206,177,0.0
728,22,turtlebot,114,70,206,178,0.0
729,22,turtlebot,115,70,207,179,0.00625
730,22,turtlebot,114,71,208,181,0.00625
731,22,turtlebot,113,72,207,183,0.0
732,22,turtlebot,112,73,207,184,-0.003125
733,22,turtlebot,112,73,208,186,0.0
734,22,turtlebot,112,74,208,187,0.0
735,22,turtlebot,112,76,208,189,0.0
736,22,turtlebot,112,76,209,190,0.003125
737,22,turtlebot,111,78,208,192,-0.003125
738,22,turtlebot,110,79,208,194,-0.00625
739,22,turtlebot,109,81,209,197,-0.00625
740,22,turtlebot,108,81,209,199,-0.009375
741,22,turtlebot,109,81,210,199,-0.003125
742,22,turtlebot,109,81,210,199,-0.003125
743,22,turtlebot,109,81,210,198,-0.003125
744,22,turtlebot,109,81,210,199,-0.003125
745,22,turtlebot,109,81,210,198,-0.003125
746,22,turtlebot,109,81,210,198,-0.003125
747,22,turtlebot,108,81,210,199,-0.00625
748,22,turtlebot,109,81,210,198,-0.003125
749,22,turtlebot,109,81,210,198,-0.003125
750,22,turtlebot,109,81,210,198,-0.003125
751,22,turtlebot,109,81,210,198,-0.003125
752,22,turtlebot,109,81,210,199,-0.003125
753,22,turtlebot,108,81,210,199,-0.00625
754,22,turtlebot,109,81,210,199,-0.003125
755,22,turtlebot,109,81,210,198,-0.003125
756,22,turtlebot,109,81,210,199,-0.003125
757,22,turtlebot,109,81,210,199,-0.003125
758,22,turtlebot,109,81,210,198,-0.003125
759,22,turtlebot,109,81,210,199,-0.003125
760,22,turtlebot,109,81,210,198,-0.003125
761,22,turtlebot,109,81,210,198,-0.003125
762,22,turtlebot,109,81,210,198,-0.003125
763,22,turtlebot,109,81,210,199,-0.003125
764,22,turtlebot,109,81,210,198,-0.003125
765,22,turtlebot,109,81,210,198,-0.003125
766,22,turtlebot,109,81,210,198,-0.003125
767,22,turtlebot,109,81,210,199,-0.003125
768,22,turtlebot,109,81,210,198,-0.003125
769,22,turtlebot,109,81,210,198,-0.003125
770,22,turtlebot,109,81,209,199,-0.00625
771,22,turtlebot,108,81,209,199,-0.009375
3,1,turtlebot,109,81,210,198,-0.003125
4,1,turtlebot,109,81,210,198,-0.003125
5,1,turtlebot,109,81,210,198,-0.003125
6,1,turtlebot,109,80,210,198,-0.003125
7,1,turtlebot,109,81,210,198,-0.003125
8,1,turtlebot,109,81,210,198,-0.003125
9,1,turtlebot,109,81,209,199,-0.00625
10,1,turtlebot,109,81,210,198,-0.003125
11,1,turtlebot,109,81,209,198,-0.00625
12,1,turtlebot,109,81,210,198,-0.003125
13,1,turtlebot,109,81,210,198,-0.003125
14,1,turtlebot,109,81,209,198,-0.00625
15,1,turtlebot,109,81,209,198,-0.00625
16,1,turtlebot,109,81,209,198,-0.00625
17,1,turtlebot,109,81,210,198,-0.003125
18,1,turtlebot,109,81,210,198,-0.003125
19,1,turtlebot,109,81,210,198,-0.003125
20,1,turtlebot,109,81,210,198,-0.003125
21,1,turtlebot,109,81,209,198,-0.00625
22,1,turtlebot,109,81,209,198,-0.00625
23,1,turtlebot,109,81,210,198,-0.003125
24,1,turtlebot,109,81,210,198,-0.003125
25,1,turtlebot,109,81,209,198,-0.00625
26,1,turtlebot,109,81,209,198,-0.00625
27,1,turtlebot,109,81,210,198,-0.003125
28,1,turtlebot,109,81,209,198,-0.00625
29,1,turtlebot,109,81,209,198,-0.00625
30,1,turtlebot,109,81,209,199,-0.00625
31,1,turtlebot,109,81,209,198,-0.00625
32,1,turtlebot,109,81,209,198,-0.00625
33,1,turtlebot,109,81,209,198,-0.00625
34,1,turtlebot,109,81,209,198,-0.00625
35,1,turtlebot,109,81,209,198,-0.00625
3,1,turtlebot,109,81,210,199,-0.003125
4,1,turtlebot,109,81,210,199,-0.003125
5,1,turtlebot,109,81,210,199,-0.003125
6,1,turtlebot,109,81,210,198,-0.003125
7,1,turtlebot,109,81,210,199,-0.003125
8,1,turtlebot,109,81,210,198,-0.003125
9,1,turtlebot,109,81,210,198,-0.003125
10,1,turtlebot,109,81,210,199,-0.003125
11,1,turtlebot,109,81,210,198,-0.003125
12,1,turtlebot,109,81,210,198,-0.003125
13,1,turtlebot,109,81,210,198,-0.003125
14,1,turtlebot,109,81,210,198,-0.003125
15,1,turtlebot,109,81,210,198,-0.003125
16,1,turtlebot,110,81,210,198,0.0
17,1,turtlebot,110,81,209,198,-0.003125
18,1,turtlebot,110,81,209,198,-0.003125
19,1,turtlebot,110,81,209,198,-0.003125
20,1,turtlebot,110,81,210,198,0.0
21,1,turtlebot,110,81,209,198,-0.003125
22,1,turtlebot,109,81,209,199,-0.00625
23,1,turtlebot,109,81,209,198,-0.00625
24,1,turtlebot,109,81,209,199,-0.00625
25,1,turtlebot,109,81,209,198,-0.00625
26,1,turtlebot,110,81,209,198,-0.003125
27,1,turtlebot,110,81,209,198,-0.003125
28,1,turtlebot,109,81,209,198,-0.00625
29,1,turtlebot,110,81,209,198,-0.003125
30,1,turtlebot,110,81,209,198,-0.003125
31,1,turtlebot,110,81,209,198,-0.003125
32,1,turtlebot,110,81,209,198,-0.003125
33,1,turtlebot,110,81,209,198,-0.003125
34,1,turtlebot,109,81,209,198,-0.00625
35,1,turtlebot,109,81,209,198,-0.00625
36,1,turtlebot,110,81,209,198,-0.003125
37,1,turtlebot,110,81,209,198,-0.003125
38,1,turtlebot,110,81,209,198,-0.003125
39,1,turtlebot,110,81,209,198,-0.003125
40,1,turtlebot,110,81,209,198,-0.003125
41,1,turtlebot,110,81,209,198,-0.003125
42,1,turtlebot,110,81,210,198,0.0
43,1,turtlebot,109,81,209,198,-0.00625
44,1,turtlebot,110,81,209,198,-0.003125
45,1,turtlebot,109,81,209,198,-0.00625
46,1,turtlebot,109,81,210,198,-0.003125
47,1,turtlebot,110,81,210,199,0.0
48,1,turtlebot,109,81,210,199,-0.003125
49,1,turtlebot,110,81,210,199,0.0
50,1,turtlebot,109,81,210,199,-0.003125
51,1,turtlebot,109,81,210,198,-0.003125
52,1,turtlebot,109,81,210,199,-0.003125
53,1,turtlebot,109,81,209,199,-0.00625
54,1,turtlebot,110,81,210,198,0.0
55,1,turtlebot,113,80,212,195,0.015625
56,1,turtlebot,112,77,210,191,0.00625
57,1,turtlebot,112,77,210,190,0.00625
58,1,turtlebot,113,76,210,189,0.009375
59,1,turtlebot,113,76,210,189,0.009375
60,1,turtlebot,113,75,209,188,0.00625
61,1,turtlebot,113,75,209,187,0.00625
62,1,turtlebot,114,74,209,186,0.009375
62,2,turtlebot,115,17,176,116,-0.090625
63,1,turtlebot,114,74,209,185,0.009375
63,2,turtlebot,112,8,173,106,-0.109375
64,1,turtlebot,114,74,209,185,0.009375
64,2,turtlebot,109,1,169,96,-0.13125
65,1,turtlebot,114,73,209,184,0.009375
65,2,turtlebot,106,0,164,87,-0.15625
66,1,turtlebot,115,73,209,183,0.0125
66,2,turtlebot,103,-1,159,81,-0.18125
67,1,turtlebot,115,72,209,182,0.0125
67,2,turtlebot,102,-1,161,84,-0.178125
68,1,turtlebot,115,72,209,181,0.0125
68,2,turtlebot,99,0,160,89,-0.190625
69,1,turtlebot,115,71,209,181,0.0125
69,2,turtlebot,97,7,157,93,-0.20625
70,1,turtlebot,116,71,209,180,0.015625
70,2,turtlebot,96,6,154,90,-0.21875
71,1,turtlebot,116,71,209,179,0.015625
71,2,turtlebot,94,6,151,88,-0.234375
72,1,turtlebot,116,70,209,178,0.015625
72,2,turtlebot,99,20,158,103,-0.196875
73,1,turtlebot,117,70,209,177,0.01875
73,2,turtlebot,97,26,157,108,-0.20625
74,1,turtlebot,117,69,209,177,0.01875
74,2,turtlebot,97,25,158,108,-0.203125
75,1,turtlebot,117,69,209,176,0.01875
75,2,turtlebot,96,27,156,108,-0.2125
76,1,turtlebot,117,68,209,175,0.01875
76,2,turtlebot,95,29,154,108,-0.221875
77,1,turtlebot,118,68,209,174,0.021875
77,2,turtlebot,95,31,153,109,-0.225
78,1,turtlebot,118,68,209,173,0.021875
78,2,turtlebot,96,27,159,111,-0.203125
79,1,turtlebot,118,67,209,173,0.021875
79,2,turtlebot,95,28,158,112,-0.209375
80,1,turtlebot,118,67,209,172,0.021875
80,2,turtlebot,94,28,159,112,-0.209375
81,1,turtlebot,119,66,208,171,0.021875
81,2,turtlebot,94,28,160,113,-0.20625
82,1,turtlebot,119,66,208,170,0.021875
82,2,turtlebot,94,30,160,114,-0.20625
83,1,turtlebot,119,65,208,169,0.021875
83,2,turtlebot,93,31,160,115,-0.209375
84,1,turtlebot,119,65,208,169,0.021875
84,2,turtlebot,92,29,160,115,-0.2125
85,1,turtlebot,120,65,208,168,0.025
85,2,turtlebot,91,30,159,115,-0.21875
86,1,turtlebot,120,64,208,167,0.025
86,2,turtlebot,91,31,159,116,-0.21875
87,2,turtlebot,90,32,158,117,-0.225
88,2,turtlebot,90,33,158,117,-0.225
89,2,turtlebot,90,34,160,121,-0.21875
90,2,turtlebot,89,35,160,122,-0.221875
91,2,turtlebot,89,36,159,123,-0.225
92,2,turtlebot,89,37,159,124,-0.225
93,2,turtlebot,88,38,159,124,-0.228125
94,2,turtlebot,88,39,158,125,-0.23125
95,2,turtlebot,88,39,158,126,-0.23125
96,2,turtlebot,87,40,158,127,-0.234375
97,2,turtlebot,87,41,157,128,-0.2375
98,2,turtlebot,87,42,157,129,-0.2375
99,2,turtlebot,86,43,157,130,-0.240625
100,2,turtlebot,86,44,156,131,-0.24375
101,2,turtlebot,86,44,156,131,-0.24375
102,2,turtlebot,85,45,156,132,-0.246875
103,2,turtlebot,85,46,155,133,-0.25
104,2,turtlebot,84,47,155,134,-0.253125
105,2,turtlebot,84,48,155,135,-0.253125
106,2,turtlebot,84,49,154,136,-0.25625
107,2,turtlebot,83,50,154,137,-0.259375
108,2,turtlebot,83,50,154,138,-0.259375
109,2,turtlebot,83,51,154,138,-0.259375
110,2,turtlebot,82,52,153,139,-0.265625
111,2,turtlebot,82,53,153,140,-0.265625
